Supplier_ID,Fabric_Trim,Fabric_Rib,Fabric_Body,Fabric_CollarCuff,Sewing_Trims,Packing_Trims,Interlining,Threads,Color_Sets_Count,Unit_Count,Order_Value_USD,Delay_Penalty_USD_Per_Day,Shipping_Cost_USD,Order_Priority,Order_ID,Delivery_Status,Forwarder,Mill_Source
SUP-011,1305.0,192.0,3260.0,459.0,2507.0,443.0,1150.0,3402.0,7.0,2251.0,27012.0,270.12,4500.0,Low,ORD-20260625-H0124,On-Time,ONE,Both
SUP-013,1080.0,492.0,2893.0,346.0,313.0,1669.0,364.0,712.0,10.0,10188.0,91692.0,916.92,2800.0,Medium,ORD-20260625-H0125,On-Time,Wanhai,Internal
SUP-012,599.0,974.0,3827.0,588.0,403.0,1501.0,60.0,1283.0,4.0,11317.0,101853.0,1018.53,10000.0,Medium,ORD-20260625-H0126,On-Time,DHL,Both
SUP-001,1025.0,442.0,1563.0,52.0,1503.0,555.0,1124.0,5197.0,3.0,10390.0,103900.0,1039.0,10000.0,Critical,ORD-20260625-H0127,On-Time,DHL,Outsource
SUP-004,1125.0,936.0,2181.0,431.0,299.0,1546.0,1080.0,2062.0,1.0,14765.0,132885.0,1328.85,1500.0,Low,ORD-20260625-H0128,On-Time,Gemadept,Outsource
SUP-015,991.0,458.0,1863.0,645.0,2385.0,543.0,1004.0,3814.0,3.0,14082.0,140820.0,1408.2,4500.0,Medium,ORD-20260625-H0129,On-Time,ONE,outsourced
SUP-003,968.0,76.0,1729.0,831.0,770.0,296.0,310.0,1999.0,2.0,3056.0,36672.0,366.72,2800.0,High,ORD-20260625-H0130,On-Time,Wanhai_Inc,outsourced
SUP-006,1469.0,517.0,2238.0,133.0,1828.0,2510.0,249.0,4158.0,5.0,6322.0,69542.0,695.42,4500.0,Critical,ORD-20260625-H0131,On-Time,ONE,Outsource
SUP-004,1294.0,633.0,3502.0,527.0,1349.0,1697.0,379.0,4302.0,1.0,13597.0,163164.0,1631.64,10000.0,High,ORD-20260625-H0132,On-Time,DHL,Outsource
SUP-005,1216.0,188.0,2437.0,75.0,978.0,1517.0,139.0,5710.0,4.0,10860.0,130320.0,1303.2,1500.0,Critical,ORD-20260625-H0133,On-Time,Gemadept,Internal
SUP-013,412.0,601.0,1506.0,575.0,350.0,1860.0,640.0,5224.0,8.0,5298.0,74172.0,741.72,1500.0,Low,ORD-20260625-H0134,Late,Gemadept,Both
SUP-005,431.0,869.0,4229.0,743.0,2623.0,2713.0,104.0,4208.0,9.0,3562.0,24934.0,249.34,2800.0,High,ORD-20260625-H0135,On-Time,Wanhai,internel
SUP-003,1350.0,580.0,2875.0,371.0,597.0,770.0,1294.0,2176.0,1.0,6465.0,51720.0,517.2,4500.0,Medium,ORD-20260625-H0136,On-Time,ONE,Outsource
SUP-015,320.0,,1482.0,348.0,2087.0,1417.0,141.0,1358.0,3.0,14197.0,113576.0,1135.76,2800.0,Medium,ORD-20260625-H0137,On-Time,Wanhai,Outsource
SUP-007,1087.0,438.0,909.0,565.0,1077.0,2005.0,105.0,5339.0,6.0,4848.0,53328.0,533.28,4500.0,Medium,ORD-20260625-H0138,On-Time,ONE,Outsource
SUP-013,347.0,366.0,4944.0,289.0,2848.0,2172.0,1252.0,1657.0,5.0,6111.0,36666.0,366.66,2800.0,Medium,ORD-20260625-H0139,On-Time,Wanhai,Outsource
SUP-006,1053.0,536.0,4613.0,215.0,883.0,2384.0,110.0,853.0,1.0,6842.0,95788.0,957.88,2800.0,Medium,ORD-20260625-H0140,On-Time,Wanhai_Inc,Internal
SUP-009,283.0,474.0,3948.0,432.0,2576.0,560.0,166.0,5693.0,2.0,8888.0,88880.0,888.8,1500.0,Medium,ORD-20260625-H0141,On-Time,Gemadept,Outsource
SUP-015,624.0,733.0,4979.0,656.0,638.0,1444.0,639.0,3993.0,2.0,10648.0,117128.0,1171.28,4500.0,Medium,ORD-20260625-H0142,On-Time,ONE,internel
SUP-005,76.0,221.0,863.0,98.0,1000.0,199.0,285.0,682.0,7.0,8737.0,104844.0,1048.44,1500.0,Medium,ORD-20260625-H0143,On-Time,Gemadept,Internal
SUP-003,142.0,198.0,2198.0,786.0,1566.0,2887.0,82.0,1860.0,6.0,2389.0,14334.0,143.34,10000.0,Medium,ORD-20260625-H0144,On-Time,DHL,Outsource
SUP-005,666.0,76.0,3645.0,676.0,309.0,507.0,1316.0,2738.0,6.0,7615.0,60920.0,609.2,10000.0,Low,ORD-20260625-H0145,On-Time,DHL,Outsource
